600.1,-843.633,-866.633,-866.633,-843.633,-866.633,-29.5436,-1.14111,-16.194,-8.1456,61.3532
600.2,-843.633,-868.056,-868.056,-845.056,-868.056,-30.9668,-2.56435,-17.6173,-9.56898,59.9279
600.3,-843.233,-867.716,-867.716,-844.716,-867.716,-30.6267,-2.2243,-17.2773,-9.2292,60.2637
600.4,-843.793,-867.581,-867.581,-844.581,-867.581,-30.4914,-2.08906,-17.1422,-9.09437,60.3929
600.5,-843.603,-867.728,-867.728,-844.728,-867.728,-30.6385,-2.23626,-17.2896,-9.24211,60.2374
600.6,-843.288,-867.458,-867.458,-844.458,-867.458,-30.369,-1.96683,-17.0205,-8.97336,60.4964
600.7,-845.163,-868.435,-868.435,-845.435,-868.435,-31.3469,-2.94492,-17.9989,-9.95227,59.5057
600.8,-842.401,-867.055,-867.055,-844.055,-867.055,-29.9675,-1.56567,-16.62,-8.57396,60.8706
600.9,-845.926,-866.506,-866.506,-843.506,-866.506,-29.4191,-1.01744,-16.0721,-8.02679,61.4024
601,-843.98,-868.436,-868.436,-845.436,-868.436,-31.3492,-2.94773,-18.0029,-9.95825,59.4541
601.1,-846.671,-869.999,-869.999,-846.999,-869.999,-32.9125,-4.51133,-19.567,-11.5231,57.8706
601.2,-843.97,-867.394,-867.394,-844.394,-867.394,-30.3079,-1.90695,-16.9631,-8.92012,60.4536
601.3,-842.596,-867.697,-867.697,-844.697,-867.697,-30.6118,-2.21112,-17.2679,-9.22579,60.126
601.4,-844.706,-866.453,-866.453,-843.453,-866.453,-29.3692,-0.968771,-16.0261,-7.98506,61.343
601.5,-845.355,-867.501,-867.501,-844.501,-867.501,-30.4177,-2.01757,-17.0756,-9.03561,60.2666
601.6,-846.249,-867.794,-867.794,-844.794,-867.794,-30.711,-2.31123,-17.3699,-9.33109,59.9441
601.7,-845.493,-868.42,-868.42,-845.42,-868.42,-31.3384,-2.93895,-17.9984,-9.96077,59.285
601.8,-843.809,-866.452,-866.452,-843.452,-866.452,-29.3715,-0.972347,-16.0326,-7.99625,61.2184
601.9,-846.173,-867.055,-867.055,-844.055,-867.055,-29.9751,-1.57641,-16.6375,-8.6025,60.5791
602,-844.777,-868.724,-868.724,-845.724,-868.724,-31.6455,-3.24716,-18.3091,-10.2756,58.871
602.1,-844.325,-866.573,-866.573,-843.573,-866.573,-29.4957,-1.09783,-16.1607,-8.12867,60.9805
602.2,-844.402,-866.767,-866.767,-843.767,-866.767,-29.6912,-1.2938,-16.3577,-8.32719,60.7428
602.3,-843.644,-869.118,-869.118,-846.118,-869.118,-32.043,-3.64602,-18.7109,-10.6821,58.3469
602.4,-843.353,-868.009,-868.009,-845.009,-868.009,-30.9349,-2.53842,-17.6044,-9.57725,59.4083
602.5,-844.38,-867.292,-867.292,-844.292,-867.292,-30.2196,-1.82365,-16.8907,-8.86536,60.0751
602.6,-846.877,-866.237,-866.237,-843.237,-866.237,-29.1658,-0.77028,-15.8385,-7.81497,61.0784
602.7,-843.667,-865.759,-865.759,-842.759,-865.759,-28.6893,-0.294332,-15.3637,-7.34211,61.5023
602.8,-846.148,-866.67,-866.67,-843.67,-866.67,-29.602,-1.20764,-16.2782,-8.25863,60.5345
602.9,-844.937,-867.643,-867.643,-844.643,-867.643,-30.5762,-2.1824,-17.2543,-9.23672,59.5029
603,-844.664,-868.023,-868.023,-845.023,-868.023,-30.9583,-2.56505,-17.6382,-9.62277,59.0618
603.1,-844.829,-866.405,-866.405,-843.405,-866.405,-29.3417,-0.949126,-16.0236,-8.01036,60.6169
603.2,-844.544,-868.02,-868.02,-845.02,-868.02,-30.9585,-2.56657,-17.6425,-9.63143,58.9365
603.3,-847.187,-867.307,-867.307,-844.307,-867.307,-30.2469,-1.85554,-16.9328,-8.92412,59.5823
603.4,-845.366,-868.645,-868.645,-845.645,-868.645,-31.5868,-3.1962,-18.275,-10.2686,58.174
603.5,-844.829,-866.229,-866.229,-843.229,-866.229,-29.1728,-0.782872,-15.8631,-7.85923,60.5177
603.6,-844.718,-865.725,-865.725,-842.725,-865.725,-28.6702,-0.280987,-15.3628,-7.36139,60.9474
603.7,-845.494,-868.207,-868.207,-845.207,-868.207,-31.1545,-2.76602,-17.8494,-9.85062,58.3872
603.8,-845.002,-867.314,-867.314,-844.314,-867.314,-30.2639,-1.87614,-16.9612,-8.96507,59.1992
603.9,-845.554,-865.735,-865.735,-842.735,-865.735,-28.6864,-0.299424,-15.3862,-7.39279,60.6954
604,-844.977,-869.574,-869.574,-846.574,-869.574,-32.5273,-4.14104,-19.2295,-11.2388,56.7739
604.1,-843.555,-867.562,-867.562,-844.562,-867.562,-30.5175,-2.13196,-17.222,-9.23388,58.7069
604.2,-845.408,-869.862,-869.862,-846.862,-869.862,-32.8195,-4.43469,-19.5262,-11.5405,56.3323
604.3,-844.936,-867.301,-867.301,-844.301,-867.301,-30.2599,-1.87574,-16.9686,-8.98522,58.8238
604.4,-843.088,-867.869,-867.869,-844.869,-867.869,-30.8303,-2.44682,-17.5412,-9.56005,58.1864
604.5,-844.504,-869.455,-869.455,-846.455,-869.455,-32.4176,-4.03475,-19.1305,-11.1517,56.5329
604.6,-844.503,-867.099,-867.099,-844.099,-867.099,-30.063,-1.68077,-16.778,-8.80146,58.8202
604.7,-844.556,-868.725,-868.725,-845.725,-868.725,-31.6908,-3.30921,-18.4078,-10.4336,57.1252
604.8,-843.623,-868.784,-868.784,-845.784,-868.784,-31.7514,-3.3705,-18.4705,-10.4987,56.9973
604.9,-843.096,-866.88,-866.88,-843.88,-866.88,-29.8494,-1.46916,-16.5706,-8.60101,58.8327
605,-844.683,-868.276,-868.276,-845.276,-868.276,-31.2475,-2.86785,-17.9707,-10.0034,57.3677
605.1,-843.601,-866.26,-866.26,-843.26,-866.26,-29.233,-0.854132,-15.9586,-7.99384,59.3132
605.2,-844.253,-867.731,-867.731,-844.731,-867.731,-30.7063,-2.32822,-17.4345,-9.47258,57.7691
605.3,-844.837,-867.225,-867.225,-844.225,-867.225,-30.2024,-1.82513,-16.9332,-8.97412,58.2024
605.4,-847.297,-868.968,-868.968,-845.968,-868.968,-31.948,-3.57151,-18.6813,-10.7251,56.3867
605.5,-844.644,-868.961,-868.961,-845.961,-868.961,-31.9428,-3.56707,-18.6785,-10.7249,56.3314
605.6,-845.83,-868.496,-868.496,-845.496,-868.496,-31.4792,-3.10399,-18.2164,-10.2645,56.772
605.7,-845.24,-869.053,-869.053,-846.053,-869.053,-32.0373,-3.66254,-18.776,-10.8257,56.1907
605.8,-844.31,-867.8,-867.8,-844.8,-867.8,-30.7861,-2.41186,-17.5264,-9.57771,57.418
605.9,-843.952,-867.557,-867.557,-844.557,-867.557,-30.5443,-2.17056,-17.2861,-9.33911,57.6352
606,-846.198,-867.16,-867.16,-844.16,-867.16,-30.147,-1.77335,-16.8891,-8.94243,58.0426
606.1,-847.145,-868.614,-868.614,-845.614,-868.614,-31.6013,-3.22774,-18.3437,-10.3973,56.5998
606.2,-842.654,-866.728,-866.728,-843.728,-866.728,-29.7162,-1.3427,-16.4588,-8.51265,58.4957
606.3,-844.139,-868.05,-868.05,-845.05,-868.05,-31.0378,-2.66436,-17.7807,-9.83474,57.1842
606.4,-843.149,-866.568,-866.568,-843.568,-866.568,-29.5558,-1.18246,-16.2989,-8.35327,58.6757
606.5,-844.851,-868.018,-868.018,-845.018,-868.018,-31.0069,-2.63362,-17.7503,-9.80488,57.2336
606.6,-844.569,-867.394,-867.394,-844.394,-867.394,-30.3826,-2.00939,-17.1262,-9.18109,57.8662
606.7,-843.046,-868.311,-868.311,-845.311,-868.311,-31.3003,-2.92723,-18.0442,-10.0992,56.9593
606.8,-843.703,-869.031,-869.031,-846.031,-869.031,-32.0198,-3.64664,-18.7636,-10.8185,56.2551
606.9,-844.623,-866.275,-866.275,-843.275,-866.275,-29.264,-0.890918,-16.0078,-8.0627,59.0258
607,-842.812,-868.616,-868.616,-845.616,-868.616,-31.6048,-3.23168,-18.3486,-10.4034,56.6999
607.1,-844.059,-868.278,-868.278,-845.278,-868.278,-31.2669,-2.89375,-18.0106,-10.0654,57.0523
607.2,-844.917,-867.099,-867.099,-844.099,-867.099,-30.0879,-1.71472,-16.8316,-8.8863,58.2454
607.3,-844.783,-868.321,-868.321,-845.321,-868.321,-31.31,-2.93687,-18.0537,-10.1084,57.0368
607.4,-844.214,-868.003,-868.003,-845.003,-868.003,-30.9919,-2.61873,-17.7355,-9.79019,57.368
607.5,-845.933,-868.497,-868.497,-845.497,-868.497,-31.4856,-3.11246,-18.2292,-10.2839,56.8867
607.6,-842.351,-866.057,-866.057,-843.057,-866.057,-29.0455,-0.672359,-15.7891,-7.8437,59.3385
607.7,-844.405,-869.593,-869.593,-846.593,-869.593,-32.5814,-4.20819,-19.325,-11.3795,55.8137
607.8,-845.14,-868.483,-868.483,-845.483,-868.483,-31.4718,-3.09866,-18.2154,-10.2699,56.9333
607.9,-841.728,-866.133,-866.133,-843.133,-866.133,-29.1217,-0.748502,-15.8652,-7.91971,59.2928
608,-843.755,-866.55,-866.55,-843.55,-866.55,-29.5387,-1.1655,-16.2822,-8.33666,58.884
