385.10001,1,2
385.20001,2,1
385.50001,1,2
385.70001,2,1
386.20001,1,2
386.80001,2,1
386.90001,1,2
431.90001,2,1
432.00001,1,2
432.30001,2,1
432.40001,1,2
432.60001,2,1
432.70001,1,2
433.40001,2,3
433.60001,3,1
433.80001,1,3
480.40001,3,4
625.90001,4,5
670.60001,5,6
717.60001,6,7
862.70001,7,8
906.10001,8,7
908.50001,7,9
954.90001,9,10
