900.1,67.6403,0.194968,-8.38296,6.35045,-22.1925,-859.665,-836.665,-859.665,-859.665,-836.665
900.2,67.6374,-0.160738,-8.7388,5.99453,-22.5485,-860.021,-837.021,-860.021,-860.021,-837.021
900.3,64.711,1.05876,-7.51958,7.21359,-21.3295,-858.802,-835.802,-858.802,-858.802,-835.802
900.4,67.5343,0.166618,-8.41213,6.3208,-22.2224,-859.695,-836.695,-859.695,-859.695,-836.695
900.5,64.7088,-0.521182,-9.10046,5.63216,-22.9112,-860.384,-837.384,-860.384,-860.384,-837.384
900.6,65.4468,-0.516837,-9.09677,5.63547,-22.908,-860.382,-837.382,-860.382,-860.382,-837.382
900.7,64.8705,-1.94817,-10.5289,4.20288,-24.3408,-861.815,-838.815,-861.815,-861.815,-838.815
900.8,66.2474,0.228742,-8.35289,6.37835,-22.1656,-859.64,-836.64,-859.64,-859.64,-836.64
900.9,67.4566,-1.3398,-9.92246,4.80817,-23.7361,-861.212,-838.212,-861.212,-861.212,-838.212
901,64.3311,0.207009,-8.37682,6.35312,-22.1914,-859.668,-836.668,-859.668,-859.668,-836.668
901.1,68.0576,-0.980657,-9.56577,5.16341,-23.3815,-860.859,-837.859,-860.859,-860.859,-837.859
901.2,65.2306,0.278369,-8.30815,6.42021,-22.125,-859.603,-836.603,-859.603,-859.603,-836.603
901.3,66.7255,0.637004,-7.95101,6.77647,-21.7692,-859.248,-836.248,-859.248,-859.248,-836.248
901.4,66.1679,0.104789,-8.48482,6.24172,-22.3043,-859.785,-836.785,-859.785,-859.785,-836.785
901.5,65.6825,-0.0998922,-8.69119,6.03436,-22.5121,-859.994,-836.994,-859.994,-859.994,-836.994
901.6,66.9968,-0.0716637,-8.66472,6.05979,-22.4872,-859.97,-836.97,-859.97,-859.97,-836.97
901.7,65.9083,-0.959809,-9.55478,5.16861,-23.3788,-860.863,-837.863,-860.863,-860.863,-837.863
901.8,63.9128,-2.50582,-11.1028,3.61945,-24.9285,-862.414,-839.414,-862.414,-862.414,-839.414
901.9,66.6811,0.235918,-8.36313,6.35787,-22.1906,-859.677,-836.677,-859.677,-859.677,-836.677
902,65.1942,-2.2171,-10.8184,3.90135,-24.6477,-862.136,-839.136,-862.136,-862.136,-839.136
902.1,65.9485,-0.696961,-9.30053,5.4178,-23.1319,-860.622,-837.622,-860.622,-860.622,-837.622
902.2,65.5003,-0.611328,-9.21734,5.49957,-23.0508,-860.542,-837.542,-860.542,-860.542,-837.542
902.3,66.8583,-2.44417,-11.0527,3.66274,-24.8882,-862.381,-839.381,-862.381,-862.381,-839.381
902.4,66.4551,0.107815,-8.50333,6.21056,-22.3411,-859.836,-836.836,-859.836,-859.836,-836.836
902.5,66.6193,-0.0444613,-8.65831,6.054,-22.4984,-859.995,-836.995,-859.995,-859.995,-836.995
902.6,65.1809,-1.23252,-9.84921,4.86143,-23.6917,-861.19,-838.19,-861.19,-861.19,-838.19
902.7,64.9965,-1.53957,-10.1592,4.54974,-24.0041,-861.505,-838.505,-861.505,-861.505,-838.505
902.8,63.1049,-0.280171,-8.90283,5.80431,-22.7504,-860.253,-837.253,-860.253,-860.253,-837.253
902.9,63.5961,1.64396,-6.98183,7.72347,-20.832,-858.337,-835.337,-858.337,-858.337,-835.337
903,66.0022,-2.43209,-11.0611,3.64233,-24.914,-862.421,-839.421,-862.421,-862.421,-839.421
903.1,65.4096,-0.246641,-8.87897,5.8225,-22.7347,-860.244,-837.244,-860.244,-860.244,-837.244
903.2,64.8705,-1.76905,-10.4048,4.29467,-24.2634,-861.775,-838.775,-861.775,-861.775,-838.775
903.3,64.2958,-1.26052,-9.89979,4.79762,-23.7614,-861.275,-838.275,-861.275,-861.275,-838.275
903.4,65.8878,-1.50786,-10.1508,4.54452,-24.0154,-861.532,-838.532,-861.532,-861.532,-838.532
903.5,65.5014,0.105498,-8.54115,6.15194,-22.409,-859.928,-836.928,-859.928,-859.928,-836.928
903.6,63.4879,-0.699057,-9.34959,5.34124,-23.2207,-860.742,-837.742,-860.742,-860.742,-837.742
903.7,64.9349,-0.833244,-9.48776,5.20073,-23.3622,-860.886,-837.886,-860.886,-860.886,-837.886
903.8,65.5387,0.540848,-8.1178,6.56829,-21.9957,-859.522,-836.522,-859.522,-859.522,-836.522
903.9,64.8303,0.791017,-7.8719,6.81168,-21.7534,-859.283,-836.283,-859.283,-859.283,-836.283
904,63.9037,-0.836599,-9.50394,5.17706,-23.3892,-860.922,-837.922,-860.922,-860.922,-837.922
904.1,64.2089,-0.537077,-9.20897,5.46937,-23.0981,-860.634,-837.634,-860.634,-860.634,-837.634
904.2,64.9026,0.299295,-8.37726,6.29837,-22.2703,-859.809,-836.809,-859.809,-859.809,-836.809
904.3,64.3795,-0.211568,-8.8929,5.77994,-22.7899,-860.332,-837.332,-860.332,-860.332,-837.332
904.4,64.4185,-0.8596,-9.5458,5.1242,-23.4469,-860.992,-837.992,-860.992,-860.992,-837.992
904.5,63.8293,-0.242883,-8.93408,5.733,-22.8394,-860.388,-837.388,-860.388,-860.388,-837.388
904.6,64.6712,-1.45833,-10.1546,4.50947,-24.0643,-861.616,-838.616,-861.616,-861.616,-838.616
904.7,61.7043,-2.34009,-11.0416,3.61946,-24.9556,-862.511,-839.511,-862.511,-862.511,-839.511
904.8,65.2427,-1.29039,-9.99723,4.66076,-23.9157,-861.474,-838.474,-861.474,-861.474,-838.474
904.9,62.4522,-0.319516,-9.03173,5.62312,-22.9547,-860.517,-837.517,-860.517,-860.517,-837.517
905,64.6382,-0.634852,-9.35255,5.29911,-23.2801,-860.846,-837.846,-860.846,-860.846,-837.846
905.1,64.1137,-1.15071,-9.87404,4.77436,-23.8063,-861.376,-838.376,-861.376,-861.376,-838.376
905.2,57.8842,-9.6336,-18.3627,-3.71766,-32.2998,-869.873,-846.873,-869.873,-869.873,-846.873
905.3,56.6233,-6.85265,-15.5877,-0.946028,-29.5297,-867.107,-844.107,-867.107,-867.107,-844.107
905.4,55.364,-6.67532,-15.4163,-0.77817,-29.3634,-866.945,-843.945,-866.945,-866.945,-843.945
905.5,55.8195,-8.74969,-17.4968,-2.86217,-31.449,-869.034,-846.034,-869.034,-869.034,-846.034
905.6,57.8066,-6.89658,-15.6499,-1.01887,-29.6072,-867.197,-844.197,-867.197,-867.197,-844.197
905.7,57.0969,-6.74916,-15.5088,-0.881472,-29.4715,-867.065,-844.065,-867.065,-867.065,-844.065
905.8,54.0918,-5.66942,-14.4355,0.188074,-28.4036,-866.001,-843.001,-866.001,-866.001,-843.001
905.9,55.9633,-7.85603,-16.6287,-2.00891,-30.6022,-868.204,-845.204,-868.204,-868.204,-845.204
906,57.2549,-5.12108,-13.9005,0.715422,-27.8796,-865.486,-842.486,-865.486,-865.486,-842.486
906.1,56.6397,-7.79376,-16.58,-1.96809,-30.5649,-868.176,-845.176,-868.176,-868.176,-845.176
906.2,55.3218,-7.38865,-16.1819,-1.57406,-30.1726,-867.788,-844.788,-867.788,-867.788,-844.788
906.3,54.8757,-6.0723,-14.8728,-0.269001,-28.8694,-866.489,-843.489,-866.489,-866.489,-843.489
906.4,55.0599,-7.53536,-16.3431,-1.74351,-30.3457,-867.971,-844.971,-867.971,-867.971,-844.971
