576.20001,1,2
576.60001,2,1
577.90001,1,2
616.60001,2,1
616.80001,1,2
617.60001,2,1
617.80001,1,2
618.30001,2,3
618.40001,3,2
618.50001,2,3
659.50001,3,4
786.90001,4,5
826.20001,5,4
826.30001,4,6
868.40001,6,7
996.30001,7,8
1035.00001,8,9
