485.10001,1,2
538.90001,2,1
539.00001,1,2
539.50001,2,3
540.30001,3,1
540.40001,1,3
592.80001,3,4
761.20001,4,5
812.30001,5,4
812.70001,4,6
866.30001,6,7
1034.10001,7,8
